Sn,Date,Reviews,Refund,Serial,Sales
7977,29-Sep-16,"This place is awful! They charged me $125 just to blow smoke thru my emissions system then quoted me $900 or possibly more for a repair I had done for $200 elsewhere. Came back for a recal issue, the appointment scheduler had me come in at 7 AM and it's now 915am they haven't even started working on my rig and I got up at 5 am for no reason! NEVER coming here again!",6,12,32
7978,15-Aug-15,"I was told after 7 days of my truck being in their shop that the noise I heard was standard wear and tear, my truck broke down two days later with broken leaf springs, needless to say this dealership is now under investigation by General Motors for negligence and safety. Oh did I mention it's a 2014 Silverado with 9k miles ""standard wear a tear"" good luck with that see you court",6,12,162
7979,23-Jun-15,Very rude...horrible experience not profesional at all... I felt discriminated and will take action on this matter everyone there acted poorly I can not accept this kind of behavior and mainly disrespecting us as buyers I will make sure this doesn't happen to anyone again.,6,12,551
7980,02-Jan-15,Heating does not work and in talking to a service advisor they have had to suffer for months. Internet does not work. No complimentary coffee or anything.,6,12,48
7981,29-Dec-14,"i took my truck in to have the door repaired and they broke off my door handle . they had my truck 2 weeks and I complained to the manager, Inez. She said they were having problems ordering the handle THEY BROKE!!! So I took my truck back and they were going to call me when they got the handle in>>>>3 weeks later and no call from them....

THEIR SERVICE AND THE WAY THEY TREAT CUSTOMERS STINKS",6,12,-1
7982,06-Oct-14,"this place is out of any type of customer service . no even the general manger can take any decision . this place is trustnessless i dont recommend anyone to go there  and im responsible of what im saying and here is my name and my phone number 
main elqasass
562-303-4977  ",6,12,-1
7983,13-Jun-13,"I bought a new Cruze from this dealer, which was by the way a pleasant experience. But after 3 weeks I noticed my car makes strange noise, so I called them and set up an appointment, with their manager Micheal Carter. When I drove there on time, Micheal wasn't there. A girl called him and apparently he couldn't come, and she told me anyone at the service office can help me. I ended up ""helped"" by a young man whose name I didn't even get. I showed him the noise from my car, he listened for 1 second and told me that's normal, all Cruzes make that noise. Obviously not! I drove another Cruze before, which was perfectly fine. Then he changed his words and told me different Cruze makes different noise, but still the noise from my car is normal. He didn't even bother to open the hood and check where the noise was coming from. He saw me not satisfied and said ""Your car is completely normal, OK!"" and went back to his office, leaving me out there! All he was trying to do is to get rid of me.

CHERISH LIFE, STAY AWAY FROM THEIR SERVICE OFFICE!",6,12,-1
7984,29-Aug-12,"I went in to buy a brand new Camaro, everything went well...and drove her home that day.  Two days later, I get a call from finance saying that the financing fell through.  They wanted more cash from me and said that my interest rate was going to increase.  If I did not agree to these terms, they were going to take the car back from me.  Freaked out, I start looking for help.  I decided to post on Camaro fan forums, figured the guys on there would be experienced car buyers and know the pricing of a Camaro.  Come to find out, not only am I involved in whats called a spot delivery scam, I over paid for the car by a landslide.  Jilma in finance, told me that I was paying hundreds under factory invoice and 29,650 was a steal for a BASE 1LT (only option added: automatic transmission).  The finance director Omar, kills me kindness on the phone and talks to me like I'm an idiot.  I am told,  what I'm going through happens a lot at sleazy dealerships.  If I were you, I would take your business elsewhere...there are plenty of dealerships around

I am now being advised to seek legal council and contact the consumer protection agency.",6,12,0
7985,13-Aug-12,"The vehicle was driven in for a ABS light and Passenger side Diff gasket leak. The vehicle was towed out with the entire front diff in the trunk and a damaged wheel brake line and other components.  The Adviser never calls back, performs work without authorization and when you call him, he has a don't bother me attitude on the phone.  when the manager was contacted he states its not his problem.........i really do not recommend this dealer, the other advisers seem really sharp, i noticed well sitting for hours in the service drive. they call customers and explein in depth whats going on. so i am sure they have some great employees there, i just got mixed up with the bad bunch. ",6,12,939
7986,11-Nov-10,"I did all of my research for our new Traverse online, so as to ensure the most competitive pricing.  Many of the dealers kept forcefully encouraging me to come in before they would negotiate.  Edwin, on the other hand, was always open to hearing the lowest bid I had received and able to beat it!  We were on a time crunch to buy the vehicle and, though he was out sick for the day, he still came in to the dealership late at night to meet us and close the deal.  GREAT experience and I would definitely recommend going to see Edwin if you are in the market for a new car.",6,12,1332
7987,22-Apr-16,"Worst experience with a service center. Done regular maintenance in warranty they took 4hrs to do, and haven't done multi point inspection. Because of there negligence It cost me 500$ for my next service for misfired engine. Thanks GM for having a this type of service centers and GM did not help me for the out of pocket maintenance.  ",6,12,-1
7988,06-Aug-13,"We bought our first truck here, and went back wanting to trade in our truck for a Tahoe. I was very disappointed with the customer service given. Thomas never gave us a call back when he said he would. He didn't show any interest in working with us or helping us get into another vehicle. They also offered us $7,000 lower than George Chevrolet for our trade in. Thomas said he would try to get us a better deal, but never called back.",6,12,-1
7989,06-Oct-12,"went to get a car service!!  my story was too long to say it hre.. but my xperience was a total mess!! from d staff up to d service manager!! well to mke my story short!! went home with a ruined day!! that same night, headed to work, my car got broken down on me at d freeway!! called tripleA towed it home. was late to wrk n all.  following day, called this place to get it checked since got it serviced thre d other day. sucked to say, nobody wants to talk to me. ignored my call. service manager hunged up on me!! i was tired and pissed, ddnt sleep at all since i work graveyard shift!! so i called SIMPSON CHEVY at garden groove. told them my problem. they wre so nice and very accomodating. towed my car from home to their place. FYI:!  WHEN THEY CHECK MY CAR, FOUND OUT PENSKE CHEVY AT CERRITOS DID NOT *PUT OIL IN IT*!! wtf!! who does that??  (STUPIDS)   right? so now SIMPSON CHEVY has to fix it for me!! il cont my nxt review after i get it fixed!! sure theres going to b a court hearing for this!! jus watch.",6,12,-1
7990,16-Oct-16,"5 1/2 hours for an oil change with an appointment. Car came back unwashed, as well. We asked for estimates multiple times, and barely received them 5 1/2 hours later. One of the estimates was not even for the correct part. Poor customer service. Representatives don't care if you're satisfied. Two other equally dissatisfied customers while we were there.",6,12,-1
7991,07-Jan-20,"Sold me a car in 2017 and never informed me it had been crashed before I bought it. I called Reed in October of 2019 to inform him I found out it was crashed because the dealer I tried selling it to said they didnt' want it because of an accident in July of 2017. I bought it a month later. This means someone they lent the car out to crashed it. He said to bring it down and he'd buy it, but before doing that in December of 2019, I went online to get an estimate. I included the crash to see if some other dealer would at least give me $9,000. One was close, they offered me 8,000 and convinced me to bring it in to get more. They said no because of the accident and informed me that I could've received $9500. I went back to Penske, Reed was not there. I figured I'd see what they offer now and see how different the amount is compared to what Reed said he'd offer. They only wanted to give me $5,500. I had just been offered 8,000 from an entirely different dealer, and these sales people said it's only wroth 5500. They didn't care that I was not told it was crashed previously. They said to wait for Reed. I did for 2 hours. He never showed. I left my number. He never called. I called several times after that, he never called. I called again the next day, he never called. I emailed him twice, he never emailed. Horrible customer service there and on yelp one can see I'm not the only one dissatisfied with this dealership",6,12,-1
7992,10-Dec-15,"After my lukewarm review on Yelp due to Adam West's unctuous used car salesman tactics, I was offered an extra key for the vehicle I purchased from Penske as follows: ""If you can let me earn a chance to redeem this experience for you. We'd love to provide you with a complimentary key seeing as how the vehicle didn't have the extra hub, free of cost, Thanks again for the feedback so that we may progress, but we'd love to help improve your point of view and hope to recieve a positve experience rating if obtainable."" 

When I made multiple attempts via email and telephone to schedule picking up a new key, no one ever responded. I finally went back to the dealership yesterday to see why they had not responded to my multiple attempts to contact them and was told that the point of offering me a new key was so I would take my lukewarm review down although these terms were never explained in the original email. 

Shame on the management for failing to keep their word as expressed in their email. A positive review would have been obtainable if the dealership had kept their word.",6,12,-1
7993,15-Nov-17,"We purchased a brand new 2017 Chevy truck for $56,000 from Penske Chevrolet in Cerritos, CA on November 14, 2017.  The vehicle had 30 miles on it when we took delivery.

Upon final delivery, the salesman didn't walk us around the outside of the vehicle to make sure everything on the outside was ok, he only concentrated on the interior features. The next morning, we discovered a couple of chips in the paint, numerous scratches on the bed, and a screw in the right rear tire.

We went back to the dealership the next morning, November 15, 2017, to show them the damage.  The Sales Manager, Rey Gonzalez, moaned and groaned about the damage and said he'd have to talk to our salesman who won't be back for a couple of days.  He gave us a Due Bill to fix the scratches but wouldn't honor that until he could speak to our sales person.

Mr. Gonzalez flat out refused to fix the screw in the tire saying it could have been something we did, which is true.

What I want prospective customers of Penske Chevrolet in Cerritos to be aware of is that they treated us nicely before the sale was finalized and treated us very poorly the following day.

They could have easily repaired the tire.  After all, they delivered the truck with 30 miles already on it and the tire could have  picked up the screw during those 30 miles.  Instead Mr. Gonzalez completely refused to fix the tire for us, instantly souring our opinion of Penske Chevrolet of Cerritos.  Is that any way to treat a customer that spent $56,000.00 at your business the previous day?  What is wrong with people?

I don't know how smart you have to be to hold the title of Sales Manager at a car dealership but I do know that Penske Chevrolet of Cerritos spends a lot of money on advertising to bring new customers to their dealership.

If all it cost was $20 to repair a tire in order to make a new customer who just spent $56,000 feel well taken care of and appreciated, or even cared about at all, knowing they would likely refer their friends and family to the dealership, then that would be money well spent.

Instead, Mr. Rey Gonzalez has left us not only disliking him, but also disliking the company he represents, Penske Chevrolet of Cerritos.  Perhaps the Penske Automotive Group should send Mr. Gonzalez back to Sales Manager school with a emphasis on good customer relations because we won't buy from Penske Chevrolet of Cerritos again and we certainly won't recommend our friends or family shop there either.  All because Rey Gonzalez, Sales Manager at Penske Chevrolet of Cerritos was too much of a cheap skate to fix a screw in a tire.",6,12,66
7995,24-Feb-13,"My mom and I visited this dealership on Saturday, 23 Feb looking for a 2013 Traverse.  The dealer had only 2012 models and indicated that they would be able to find one in given the large inventory owned by Penske.  After talking with some additional salesmen, a search was done and they were unable (I believe) to find a model that matched the vehicle we were looking for.  The sales manager asked if we would mind coming back during the week when the had more time to help us.  I suggested that Sunday would be better.  They took my name an number and I have not heard from them yet (It's Sunday 8:30pm now).  I continued my search online about 2:30pm on Saturday - found a match at Selman Chevrolet in Orange.  I spoke with the sales staff at Selman and they did not have the exact model we were looking for but they found one in Fontana, had it delivered and that night we bought a Traverse from Selman Chevrolet in Orange.  I was very dissatisfied with the team at Penske, they were more interested in trying to talk us into helping them clear their inventory rather than finding us the car we wanted.",6,12,-1
7996,02-Oct-12,"TRUCK STOPPED RUNNING TOWED IN. i CALLED AND SPOKE TO BRUCE IN THE MORNING AND EXPLAINED THE PROBLEM. HE SAID HE WOULD CALL ME,NEVER RECEIVED A CALL FROM SERVICE DESK UNTIL I CALLED THEM. PICKED UP TRUCK @ 6:00PM ON THURSDAY NIGHT DROVE 1 1/2 MILES AND TRUCK DIED AGAIN. VEHICLE TOWED BACK TO DEALER THAT NIGHT. SERVICE MAN WAS OFF ON FRI.,SAT,AND MONDAY NO ONE WORKED ON MY VEHICLE. SERVICE AMANGER DAN PROMISED ME ON SAT THAT SOMEONE WOULD WORK ON IT MON BUT THE VEHILCE WAS NOT TOUCHED. HAD VEHILCE TOWED OUT OF THAT PLACE ON TUESDAY MORNING TO A DIFFERENT DEALER WHO CALLED ME AFTER 4HRS AND TOLD ME THE PROBLEM WITH THE VEHICLE. THESE GUYS DO NOT ANSWER THEIR PHONES AND THEY WILL NOT CALL YOU BACK AS THEY SAY THEY WILL. THE SERVICE PEOPLE DONT CARE ABOUT THE CUSTOMERS AND I WILL NEVER GO BACK TO ANY PENSKE DEALER AGAIN AND WILL TELL ALL MY FRIENDS TO NEVER GO TO THIS DEALER. ",6,12,600
7997,11-Mar-12,"He gave me complete comfortability being in his hands and all he did to give me what was best for my needs. Felt he went over and beyond with his upper management so that I can be a happy customer. I would definitely recommend him to family and friends . I really appreciated him the most at, that he wasn't pushy or making me feel pressured at getting a car I was not ultimately happy with. I appreciate his humbleness and patient yet with always with a smile on his face. I am very grateful I was given the blessing of having him as my salesman.",6,12,-1
7998,22-Aug-13,"I am in the market for a new car a hybrid test drove the Volt and I think something called the Spark. Nice cars but they just are overpriced on their cars. told the sales person what i am willing to pay monthly and what i was looking for so he shows me a top of the line volt then tries to say i am willing to put 4,000 down when i am only willing to put down my trade vehicle. after each test drive he nervously asked if i was willing to talk to his manager who of course this well dressed man in a suit asking if there was anyway he could earn my business today. I said No said i had to bring the wife down to test the cars also. and i might do that on the Weekend I have no intentions of ever walking back on that lot. and the reason is i have a Car already on order with another dealer in the area.",6,12,56
8000,21-Aug-17,Saw an ad for an Impala on line at this dealership & contacted dealer. They wanted me to come down that day but was more concerned regarding the finance numbers. Was told the next day the car wasn't available for sale just yet as it needed to be inspected & reconditioned. So like why are you advertising a car you can't sell? I got strung along for a week; it would have been OK if the car was sold but it wouldn't pass inspection on the same day it had a $500 price drop. Beware of this dealerships deceptive and false advertising policies!!,6,12,253
8001,30-May-13,"Hopefully i have more room to write here than in the space they give for their survey. I bought my 2013 camaro from here, everything great im excited. When they washed the car to give to me they put a dent on it. Not a big deal they promised they would fix it. I bought my car on friday and by monday i got a call to schedule my car to repair the dent. I was at work so I called as soon as i get out. No call back for a couple of days so i called back. Three weeks and four calls later i reached out to my sales rep for help. She was able to get me an appointment. I wanted to upgrade the exhaust so they scheduled their vendor to meet me the day i dropped of my car. I drop off my car at 730 and im supposed to meet with their vendor at 8am. The vendor never shows just wasted my time. Already frustrated one of the service guy comes up to me to let me know my car is ready. I go outside and its not even my car. A second guy comes out to tell me my car is in the back they are just drying it. So i wait and the first guy comes back to let me know my car is still in the back untouched and if I want to wait 15 minutes they can wash it for me. Told them forget it i just want my car and to get out of there. I let them know what happened. To make up for the inconvenience they say they will give me the upgrades I wanted at cost. I thought that was a great deal so i figured give them one more shot. I get the price quote and it seemed high for "" cost"" so I did some research. They actually were charging me more than what the dealer was promoting on their webpage. So to make up for all their mistakes they wanted to charge me more for my upgrades. Horrible follow up and then the final insult. Would never recommend them to anyone.",6,12,-1
8002,11-Aug-14,"I traveled over 2 hours to look at a ""Certified"" vehicle. The car was very nice, except it had a few flaws. The a/c did not work, one set of tail lights did not work, and the retractable top did not work as smoothly as it should. I was told by the Sales manager that I could take the car and bring it back. I was hoping that my satisfaction in buying a ""Certified"" vehicle would be important to him. It was not. I was very unhappy to have driven over 2 hours to look at a car that was supposed to be ""Certified"". I was ready to purchase the car because it was a good price. But I don't believe that customer satisfaction was the rule for the day. Leah Sneed was great, I think if she were able to she would have done what was needed to make me happy. I left very disappointed. It is too bad that Leah Sneed lost a sale because those around her who have the responsibility to do their job correctly fell short. I would not be surprised that the mechanic who signed off on the ""Certified"" vehicle probably did not even look at the car. I am glad that I left and did not buy the car because as it is I found another car at another dealer that I did buy because they wanted me to be truly satisfied. I will not recommend or even consider Penske Chevrolet not now or in the future!",6,12,-1
8624,14-Feb-20,This is the worst dealership (service depart) I’ve ever been to. I got a loaner car dirty with hairs all over. The worst part is leaving them my car back in October/November 2019 bringing it in twice. No communication. I was like a creditor calling them to find out the status and now I come to find out my gasket is still broken.  They never fixed it! thankful that Mark Christopher is taking care if their mistakes. I tried to complaint with Pearl about the service advisor James and left a message for their service manager. Guess what? He never called me just approved a loaner. I didnt bother going back to take them my car. I just contacted GM directly to file a complaint against them ,6,12,121
8808,19-Mar-19,"2019 Colorado. First, I was lucky to get a replacement car. They didn't have a loaner, sent me to Enterprise who only had one Chevy (cruz) available.  After 2 days, I was told the problem was with my I-phone 8 and the blue tooth.  I was told to shut off the blue tooth for 2 weeks and see if the problem still exists.  I did shut down the blue tooth and the problem was happening within 1/2 hour of leaving the dealership service center.  My time has been wasted and I need to figure out another time to bring it in to a warranty service center.",6,12,-1
9120,20-Jan-18,"I purchased a used Chevy sonic with 40,000 miles on it. Four months later the light came on, so I took it to the dealership and two weeks later they call and tell me that tge engine is gone out and that it will be about seven thousand dollars to repair it. From there I was directed to the sales department for a trade in. I called the sales department and was told that I could get a new Cruz and to come in. After a while of being there I was told that I needed someone to sign with me. I did not need that before and I did not have one then and because of that I was sent away with no help and a car that can't run. Worst experience ever. If looking for used cars please beware. Untrustworthy dealership.",6,12,149
9122,15-Jan-18,"On Dec 15 and 16th of 2017 My wife and I drove our 2017 Silverado 3500 from our home in Oklahoma to Riverside, Ca. Just hours prior to us leaving on this trip, we were notified of a recall by the salesman whom we had bought the vehicle from. The issue with the recall affected the fuel gauge operating correctly. We had not experienced any of the symptoms related to the recall. But that changed just hours into our trip. We arrived at our destination on the evening of Dec. 16th, which was a Saturday. Knowing that there weren't any dealerships open at that hour, I chose to wait until Monday morning to contact a dealership near our location to see about having the issue resolved. 
At approx. 8:00 a.m. on Monday Dec. 18th I utilized Onstar to find a dealership near our location. Pearl, at Onstar connected me with Antonio, who works in the service dept. at Riverside Chevrolet. I explained our situation to Antonio and advised him of the recall that we had been made aware of. Antonia stated that if I could be at Riverside Chevrolet by 9:00 a.m. he could get us in by noon. I arrived at Riverside Chevrolet at approx. 8:40 a.m. Upon my arrival I spoke with Antonio and again advised him of the recall that I had been made aware of. Antonio stated that if the issue that I was having with the vehicle was related to the recall, the dealership should have the parts required to repair it. Because Chevrolet normally sends extra parts to the dealerships to repair vehicles that are affected by recalls. I inquired about a ""loaner"" vehicle since mine was in for service do to a recall. Antonio stated that I could get a ""loaner"" and that he would get one for me. I was then directed to another area of the dealership to fill out the required paperwork for the ""loaner"". While filling out the required papers for the ""loaner"", I was asked for a credit card. I asked why my credit card was needed if the ""loaner"" was complimentary. I was told that my credit card would not be charged, but that it was just put on file for incidentals, or in case in didn't refill the vehicle with fuel. I again asked why my credit card was needed, ""if it won't be charged""? I was then told that it wouldn't be charged with out my prior authorization. I advised that I wasn't comfortable giving my credit card information for no reason, if they are so certain that it will not be charged. I was then advised that I would not be able to get a ""loaner"" vehicle without giving my credit card information. And that I should really get the ""loaner"" vehicle because the dealership may not have the parts required to repair mine today. I then questioned why they wouldn't have the parts if it is recall related and if Chevrolet sent out extra parts to repair issues related to recalls; and that they are suppose to be able to get my vehicle in by noon since I had arrived prior to 9:00 a.m. At that point Antonia stated that they would do the best that they could and directed me to the customer's waiting area. 
The repairs were made by noon and I have not had any further issues to date. 
But I feel like I was simply be told what was required to get me into the dealership, and then to get me into a ""loaner"" so that the dealership could charge the manufacturer for the ""loaner"". I feel like the dealership was more concerned about getting me in there, and then figuring out how to capitalize monetarily however they could. And that the repairs would not have been made in a timely manner had I not periodically checked with Antonio and reminded him of the timeline that he had stated. 
I do not feel that the priority of Riverside Chevrolet is to be honest and forthcoming with the customers; as is getting the customer in, then capitalize on them being there. ",6,12,-1
9183,18-Oct-17,"I was very disappointed with my experience.  
I was apprehensive to even try a GM product after I lost almost $100k (Retirement Fund/Stock Certificates) in the  bankruptcy/reorganization. My sister wanted a small SUV from the local Chevy dealership, against my better judgement, I agreed. 
It took three salesmen to try and beat us down but when that didn't work, they left us waiting for over two hours to make a cash transaction with finance. Even after we got into the finance department, a man who called himself ""The Director of Finance"" came into the office and interrupted us several times. When I told him to please leave the finance guy alone to complete our transaction, he got bent out of shape and lectured me on being respectful when spoken too. 
NEVER AGAIN!!!",6,12,-1
9199,20-Sep-17,"was told vehicle would be ready by noon on monday. actually ready at 5pm. I had to call at 3pm to find out if the truck was ready adn was told i would be called back in 20 minutes. I was actually called at 415 and told that they couldn't do the radiator service because the water pump was leaking and it would be $1900. Seams like that would have been spotted during the initial diagnosis. After inspecting myself the water pump has some rust on it from when it leaked last year when it was replaced, but not leaking, just showing signs of a previous leak. Just another story of the dealership trying to milk the job for more money. I never had these issues with Singh Chevrolet. I will not be taking any of my vehicles to your establishment again.",6,12,80
9200,19-Sep-17,"Used to love this dealership. They made me a great deal and took care of me till recently.  My Captiva transmission went out and I had it towed to the dealership.  Got a call that they wanted to buy it off me and put me in another car.  I really wanted a truck.  They kept trying to put me in things out of my reach. I was using a rental car (provided by them) and was forced to bring it back (so it could be sold for the Labor day weekend.  While switching the rental, they tried to put me in an F-150 that was listed at $26,000.  I needed to be around $22,000 for the trade-in and payments would work.  They said maybe they could squeeze it down to $24,000 at the best.  Went home and found the same truck listed on the internet at $22,000.  I hate the BS games.  I was loyal to them and felt pretty screwed.  When I picked up my Captiva it looked like someone had eaten glazed donuts while driving it and was dirty as xxxx.  Needless to say.... I bought a Dodge Ram across the street the following week.  2 stars because Saleem (salesman) is still there and he's cool.",6,12,47
9226,13-Aug-17,"Before I signed a contract, the service was great. After I signed the dotted line and drive the car home it was a total nightmare trying to get help I needed from Riverside Chevy. I sourced my own outside financing because their APR was way too high, but they refuse to return any phone calls from me or my finance company to finish the process. And when I drove the car home, I discovered my driver side window wasn't working (brand new car!). I called my sales rep and left messages to help me return the car or setup to get it fixed, and he still hasn't returned my calls two weeks later! Absolutely unacceptable follow-up service from these guys! BUYER BEWARE! Soon as you sign the dotted line, you mean absolutely nothing to Riverside Chevy! Wish I never bought this car now!",6,12,311
9240,25-Jul-17,"I bought a Cadillac Escalade at this dealership on July 1, 2017. It has been a horrible experience. It is now July 25,2017 and the car is still not fixed properly. The car is shaking like crazy when I am on the freeway. The service manager is trying to tell me that this is normal..Its the 91 freeway. I am driving a luxury car, I should not be shaking in my car like the car is having a Seizure...My ride should be smooth. I took the car back two hours after I bought it to tell them about the shake..a small dent I saw in the car. I have had several appointments to get these issues fixed. Appointments were a waste of time because they were not prepared for me to come. I have waited six hours at the dealership for repairs..Not been done..a lot of my time wasted.When I did  finally speak to a Service manager two days after I bought the car, he was very rude and he even threatened to mess up my credit if returned the car. At that point, I asked to speak to General manager. He has failed to call me back after leaving messages on his voicemail..other managers telling me he would call...secretary has taken messages..It is obvious he does not want to be bothered and he could care less about the service and treatment I have received. I am hurt because they have robbed me of getting my dream car experience. ",6,12,61
9241,24-Jul-17,"Trying to fin the correct entrance just to get to the service department was confusing, Every enterance says ""Service & Parts"" the entrance I entered put me behind a line of cars that were heading out of the dealership.  I decided to just park my truck there.

When I walked into the service office there were 4 service writers in the office 1 helping someone and 3 pecking away at their keyboards, all 4 SR completely ignored me for about 10 while I stood there.  When I was waiting the 10 minute I over heard 1 of the SR calling on the radio for a Porter to bring up a vehicle he stated to who ever answered that the a lady had been waiting almost 30 minute for the to bring up her car...  Once a SR finaly acknowledged me I told him I was there for an oil change and break inspection and that I was leaving the car.  He said ""ok, but it wont be ready until tomorrow afternoon"" I said ""really?""  He replied ""Yes, we have like 45 appointment"" I then remembered and told him that I had scheduled an appointment for the next morning for 7:30 and told. He replied ""then it will be ready in the morning"".

The next day I went to the dealership to pick up my truck I like the lady the previous day waited over 20 minutes for my truck to be brought up, I assumed it was being washed so I didn't mind.  Turned out that was NOT the case, while I waited I witnessed a gentleman come in to the waiting area and conplain to the cashier of a similar situation she directed him to a manager at the front of the store just as a porter walked in the door he asked what the issue was in Spanish she told the porter the issue and he said to the casher the customer should ""go sxxxw himself"".  In Spanish.

I have NEVER been to a dealership and had an experience like this!!!  I always take my vehicles to the dealer for service but I have no intentions of return to Riverside Chevy again.  The new slogan is New Owners, New Attitude when it should be ""New Owners, New Attitude, SAME BAD SERVICE""!",6,12,28
9299,21-Apr-17,"I had an issue after buying a car with the Gap Insurance, so all morning I tried to get ahold of someone there. I left messages and no one ever called me back. I called again 4 hours later and receptionist kept giving me people who she said were going to help me now, but it went to their answering machine. Worst dealership ever in that respect ",6,12,-1
9300,17-Apr-17,"With an appointment for an oil change that took over 1.5 hours to make because no-one would answer the phone it took 3.5 hours for the oil change with an appointment, and there was no communication even though they knew I was waiting.  I was very dis-satisfied.",6,12,-1
9305,17-Apr-17,"Finance is terrible  sales is great finance guy does not know his business read other reviews on how he ruin their credit 
He will probably do the same to mine 
",6,12,1879
9309,26-Feb-17,"I went looking for a car, they did not have one, but told me they found one at another dealer, and would get it the next day, i could test drive and finish the paper work.   They wanted me to fill out all of the paperwork, so i would only have to sign if i liked it.   I wrote them a $1000 check to show i was serious, and said call me when the car i want is here.  
I did not hear from them until late the next day, when the General Manager said they could only find a car 300 miles away, and well confirmed that he did not want to bring it in.   I asked for my check back, they mailed it back as promised.   BUT SINCE THEN THESE xxxxxxxx HAVE SENT ME TWO LETTERS SAYING THEY DENIED ME CREDIT, AND APPLIED THE DENIAL TO MY EXPERIAN REPORT !!!!   I NEVER SIGNED THE CREDIT REQUEST.    SO MY 750 + SCORE WAS NOT GOOD ENOUGH FOR THEM.
I WOULD NEVER EVER DO BUSINESS WITH THIS CORRUPT AND ANGRY GROUP !  THE WORST EVER.        I ended up getting a new Lincoln MKZ Hybred up the street at the Greatest Dealership. 
Riverside Chevrolet is Toliet bowl !",6,12,18
9314,27-Mar-20,"Service was standard..  Communication by Brian was Terrible .  Vehicle not ready as promised..  Service Dept lost my Lock Key To my Rims...  
Very Disappointed!! 
Got home in Ojai, Ca and had to turnaround and drive back to dealer..  No follow through..",6,12,104
9329,13-Feb-20,"Someone made a mistake with our paperwork. Mistakes happen, it's how you fix them. It took us 20 plus phone calls and hours of our time before someone took us seriously enough to look into our issue. If you work with Sammy, run. They could care less about their customers post sale.",6,12,-1
9331,04-Feb-20,Terrible having to wait 1 hour before you have a scheduled appointment! Totally poor business! Apologies after apologies doesn’t help! Bad service for me,6,13,-1
9337,31-Jan-20,The Service Management has a bad attitude and blames computers and an out dated shop for why they couldn’t fix my car. Will not use this repair shop again. ,6,13,0
9340,28-Jan-20,"I bought my car on Jan 2 and I was told I would have 45 days until my first payment was due. I got a letter saying my first payment is due on Feb 1. I called the salesman that helped me with the car and he said just come in and we’ll fix it. I came in and talked to a finance officer and she told me it can’t be changed and I should have read my contract and it stated Feb 1st. 

I’ve now had this car for almost a month and still haven’t gotten a call for when I can get the tint put on. I could have saved money and went to a tint shop and gotten it done on the same day. The only reason I did it here is because I was told I would get a loaner car while they do the work, which after reading my contract I see also is not true. 

Now do I love the car, yes. Do I feel like I got cheated, not really.  It’s the inconvenience of it all. I shouldn’t be told one thing and not get it. That’s a real bad sales tactic. 

Moral of the story, don’t believe what they say. Believe what’s on your contract and read every single page before signing it. I will definitely not buy another car from here, nor will I recommend anyone else too.",6,13,-1
9343,19-Jan-20,"Beware of this dealership, You'd better know the ins & outs of car buying and financing.  Be prepared to challenge the employees. I've purchased 13-15 cars over the last 20 years & this was by far the worst experience. .  ",6,13,-1
9347,12-Jan-20,"Dealership advertised pricing and deal that was made originally was not followed through on. Sales guys blame finance guys, finance blames sales guys. Dont trust!",6,13,18
9348,10-Jan-20,"I bought my 2019 Jeep Grand Cherrokee Altitude in November of 2018. It was sold to me with the wrong VIN number. Crown Dodge Ventura on King Street contacted me months later with the mistake. It took me countless hours, over 22 phone calls to the dealership, and dealership management with very few calls returned. I was offered nothing for my inconvenience. I had to call and correct the Mopar card myself. I feel I should have been compensated. I recieved 3 sets of registration stickers for the same car. The last set was sent to me Nov. 2019. I am so incredibly disappointed by this dealership, management and lack of customer service. Many friends have bought new cars in the past year. All I say is DONT GO TO CROWN DODGE. I love my Jeep but regret my choice of dealership. The customer service manager has yet to call me. I cringe driving to this place just to get an oil change. Which took 2 hours today. Unbelievable. Disappointing.......",6,13,59
9350,06-Jan-20,"The employees were very nice. My vehicle went in for warranty repair and when delivered it did not work at all. I did get a loaner. 

",6,13,-1
9353,01-Jan-20,Absolutely horrible experience. Incompetent sales and service is an understatement. Stay far away.  What should have been a happy experience for my wife and I turned into a nightmare that lasted 3 months.  ,6,13,21
9354,31-Dec-19,STAY AWAY FROM JORGE! He’s a snake! We agreed to deal twice and at the last minute he tried to replace it with terrible numbers. DO NOT DO BUSINESS WITH HIM. He is not a man of his word and you will regret it.,6,13,486
9359,23-Dec-19,"This is the worst Dodge dealership in the country. Do not even waste your time and go there. They lied to me and told me that they are going to give me 5 days option to finance my loan because the rate they gave me was so high, and after I got approved with my bank with 3% lower rate I called the dealer and they said that they already send my loan to the lender and that I cannot finance it with my bank. And I've been trying to contact anyone at this dealer to look into this issue and no one is answering me or even calling me back. 

THEY DO NOT CARE ABOUT THEIR CUSTOMERS. 

Before I bought my car from them, they would call me 5 times a day to go their and buy the car, after I bought the car I cannot get anyone on the phone to talk to about my issue with financing.",6,13,304
9362,10-Dec-19,"This dealership is the worst I have ever purchased from! I had to find my own way around the BS they tried to throw at me. From interest rates on ore approvals to using. EP code from a retired worker to USAA rebates that arenas good as gold. DONT COME HERE, go to another Dodge dealer in the area!!!!! I love my car but I HATE the experience. ",6,13,-1
