Unnamed: 0,Date,Reviews,Ratings,Serial,Name
11973,28-Jan-19,"The entire experience at Fenton Hyundai has been excrutiatingly painful. DO NOT DO BUSINESS WITH ANY FENTON DEALER! They are all rated poorly through the BBB. I should have done my homework before giving them my money. I bought a used Nissan in September 2018. It had 20k miles. The finance manager told me that as a condition of our loan, we had to buy the extended warranty. I called the bank the next morning to confirm this and of course, they can not and did not make the requirement, as it is illegal to do so. Shame on me for believing the ""professional."" I called the finance manager, Gerson Gamero and he said that he would send me the cancellation form. I never received it and I called and emailed until I did receive the cancellation form. I sent it back and he never cancelled it. My husband went up there this weekend and spoke to the new finance guy Robert Spivey (since the one we were dealing with no longer works there) and he said he would cancel it...except this is not the full refund that we were promised, it was for half prorated based on the date and mileage. I tried to cancel the warranty that was dishonestly forced on us from the morning after we purchased the car, but he processed it using this weekends date and mileage.
 In addition to all of this, the first finance guy told the car had never been in an accident and showed us the Carfax, which indicated that it had not been. We take it to the Fenton Nissan dealership when the engine light comes on and you guessed it....it has been in a FRONT END COLLISION. Texans work HARD for their money and deserve honesty!",1,701,Texas_without_threshold\Hyundai105 Reviews of Fenton Hyundai.csv
17871,25-Jan-19,"After driving in over 600 miles from my hometown I purchased a 2019 Altima from them, because they offered my a fair price for my trade in. While signing the final papers with the finance manager, they persuaded me to buy a oil change package for $369, which was supposed to give me free oil changes for life anywhere in the US, including my local dealership at my hometown of El Paso. 
When I called Clay Cooley Nissan about 3 months later to inquire about the paperwork for the package, that I was promised to get in the mail, I was told that the free oil changes only applied at Clay Cooley Nissan and no where else. 
After getting the runarounds from Mo, the finance manager, who told me he would try to make the service national, or refund my money, he didnt respond anymore. I was then told that it would cost me $50 in order for the refund to be processed and would take up to 12 weeks. 
Conclusion: All the people involved in the sale knew that my hometown was El Paso and I bevlieve that I was deliberately tricked to buy the package, telling me it would be good in El Paso. 
",1.8,1058,Texas_without_threshold\Nissan114 Reviews of Clay Cooley Nissan.csv
10190,21-Jan-19,"Brought my car in because the sync is not working meaning I can sync my phone, use my Navigation system, I canâ€™t hardly change the temperature on my car due to it is touch screen and will not work. I find out the Software update is very large and for the service dept to update for you they Charge 130.00 for this update. An update that prevents the electronics of your vehicle not to work, my car is 2 years old and the main components donâ€™t work. They basically told me to update myself and I did try but was unsuccessful. My car has a bumper to bumper warranty for 5 years or 75,000 miles which my car falls in this category and they still say not covered. Spoke with Steve the Manager who stated â€œwhat you want me to fix your car for FREE?â€ Uh yes under warranty yes I do he refused I explained I had purchased 11 vehicles from Tyler Ford and until this software update have never had a problem and if they want to take care of the customer this way then I would play the dirty way as well and write the review. So Tyler Ford after 20 years of business I will no longer purchase my vehicles through you. I will find a dealership that truly cares about the customer and goes the extra mile.",1,600,Texas_without_threshold\Ford9 Reviews of Tyler Ford .csv
9764,20-Jan-19,"Do Not due business with Automax Ford Service Center! On Oct 5, 2018 I  Took my truck in because of a check engine light, It took them two weeks to actually fix the issue. Kristopher Dearing was the service adviser.  After the first week, they had stated it was fixed, I paid the bill of $2809.00 . They apparently could not find the trouble based on the codes, so they just kept replacing parts  until the check engine light went away. They even recommend a total tune-up on a truck with less than 50,000 miles, This cost $211 alone for 8 spark plugs and wires, and another $460 for labor,  when the  service for a tune-up is not due until 90,000 miles. They charged $125.57 for a so called fuel induction service, that consisted of  a $35.00 charge for a can of spray cleaner, and labor. This after I told them it was a waste of money and I don't want it. Thank you Kristopher Dearing. My truck had the bump/slip driveshaft issue that is listed under a Tech bulletin. Not only did they overcharge  to fix the issue @ $309.00 ,but they actually charged a $115.00 diagnostic fee.  When I picked up the truck, I could not even make it out of the dealership when they check engine light came back on. They kept my truck another week, finally I requested to speak to the supervisor , David Stillsen who said the issues I had were over his head, and advised me to speak to David Brewer. Mr Brewer agreed that I should not have needed a full Tune-up, and agreed to refund the cost of the labor for the tune-up. During our conservation , I leaned they had driven my truck to Nolanville and back but I had 52 miles extra on my truck, which is more than a round  trip to and from Nolanville. He also told me 3 people did the test drive. The person in the rear seat got grease all over my door and seat and literally broke the door latch in half. The did not tell me about the damage, and I ended up taking it back just to fix the damage which Mr. Forte another service supervisor agreed to fix for nothing. According to David Brewer the final issue with my truck was a folded over gasket that was sucking air, which I simply did not believe. I did not get the refund as promised, and went to speak to the General Manager, ( apparent they have 3) and ended up speaking to James Bilello Sales Manager who indicated he did not have the authority to refund any money without first speaking to a General Manager and the owners. This went on for over 4 months, and more visits. I learned Mr. Brewer had been fired during my first visit with Bilello. During my second visit with Bilello he filed out paperwork to request the $460 refund, but I never received it.  This dealership will promise the moon, but beware they are not going to do anything to fix any customer service issues. They kept telling stories, in the hope I would  go away.  Do not bring a vehicle to Automax for anything other than warranty repair, they are unethical and will do and say anything to separate you from your money to including doing things you told them not to do. I will need to take them to small claims court if I expect to get resolve this issue. Finally,  I actually took my truck over to Johnson Brothers in Temple Texas  @ a cost of $185 to make sure Automax had actually replaced the parts they claimed they replaced, When it came to verifying the fuel induction service, I was told there is no way to determine when such a service is need, that  it is recommend  based on miles, and that there was no way to determine if it had actually been done.  Do Not trust these people to deal with you in any honest or professional manner. The US Army should put this place of limits for all Soldiers. ",1.8,575,Texas_without_threshold\Ford56 Reviews of Automax Ford.csv
3313,18-Dec-18,I have had the worst luck with Sulpher Springs Doge since the day I bought the car!! Three days after buying the car the air conditioner goes out so I took the car back to get it fixes and it stayed in the service department for over a week and now I dealing with not being able to get a refund from a warranty that I cancelled in September and now its December and no one can give me a real answer as to why I cant get my refund!! I will never buy another vehicle from here nor will I recommend this place to anyone!! ,1,261,Texas_without_threshold\Chrysler14 Reviews of Sulphur Springs Chrysler Dodge Jeep RAM.csv
18432,10-Dec-18,"I refinanced my car 3 months after purchasing it. I obviously was due a refund on the GAP insurance I purchased when I purchased it.
I turned in the necessary paperwork for the refund. I was told 6 to 8 weeks.
As we approached that time, I called for a status check, a couple of times. My wife received a phone call from accounting stating if you refinance before a year was up, you don't get a refund.
That was NOT told to me two months prior. 
AVOID this dealership. VERY SHADY.
Do yourself a favor.AVOID.
 ",1,1083,Texas_without_threshold\Nissan35 Reviews of Clear Lake Nissan.csv
9464,05-Dec-18,Attempted to purchase 3 Ford trucks. Sales Manager lied about delivery. 70 days late. Agreed  to refund deposit. Did not. Lied again. Legal escalation required. ,1,562,Texas_without_threshold\Ford49 Reviews of Leif Johnson Ford Inc. .csv
12070,25-Nov-18,"This dealership was friendly and helpful at first.  I did NOT want the extended warranty, but the financial manager added it my contract anyway.  When I asked him to remove it, he said he did not NEED to redo the paperwork.  I could just remove the warranty after-the-fact by sending a cancellation order later and that my payments would go back to the original stated amount. But, afterwards - he told me a different story saying the Extended Warranty amount would be credited to the last few payments of the note.  I told him this wasn't acceptable, but he told me he could not change the contract.  I asked for verification that he did cancel the warranty.  He never gave it.  So I called the Extended Warranty office myself.  After 2 months, it turns out that it NEVER WAS cancelled.  I would have been paying for something I had not agreed to and didn't know I had.  I tried to contact the manager of the dealership and he never returned my numerous calls.  After I signed my contract with them, they were VERY uncooperative afterwards.  They knew I was short on time when I came in to purchase and needed to make this deal quickly. They took advantage of that and used it to cheat me.  They also entered my address incorrectly on the financial documents, so I didn't receive my first two statements and had to make my payments by phone.  I feel this was done intentionally in order to keep my fooled that the warranty fee was removed.  I had to cancel the warranty on my own.  The warranty company is supposedly sending me a refund soon.  It will be a check made out to Hyundai Finance.  When I receive it, I am supposed to take it to Hyundai and they will credit my loan.  I am not satisfied with the method of adjusting the refund so even though I know I will lose money on this transaction, I will get rid of this vehicle right away. I NO LONGER WISH TO DEAL WITH HYUNDAI !!! The finance manager that I dealt with is Rick.  ",1.6,704,Texas_without_threshold\Hyundai12 Reviews of Hiley Hyundai of Fort Worth.csv
9218,03-Nov-18,"I was purchasing a truck yesterday.  I was paying for the truck when the Manager said the truck was no longer available.  He told my sales representative that he took a deposit over the phone.  (After we test drove the truck, sat down to fill out the paperwork, he said he took a deposit over the phone?)

Wow-   

This is a poor representation of Ford.

Be cautious when purchasing a vehicle from this dealership!

I Will Never Return!",1,550,Texas_without_threshold\Ford39 Reviews of North Central Ford.csv
2149,17-Sep-18,"I recommend NOT working with this dealership or any Clay Cooley dealerships. Customer service is horrible and they have no respect for customers, especially women. I worked with Sales Manager Matt, at first he seemed to be very helpful; however that changed the moment I decided the car deal offered was not the best for me, he was very disrespectful. I have small children and would prefer a car with dark interior. I started the paperwork on the new car with a lite interior and last minute thought I should shop around to for what would best fit my family's needs. With already making the down payment, I notified the dealership that I would not be moving forward with signing the paperwork. I then asked if they could process my refund for the down payment. I was told no, ""our policy is to only process refunds on business days"". That did not sound right to me, so I asked for a copy of the policy, in which they could not provide. I asked once more if the refund could be processed and I was told ""no you have to come back on Monday because it is after business hours"". My response was ""that is strange because you process the down payment after business hours, yet you cannot process the refund until business hours?"" I asked once more, if the refund could be processed and the response was ""just get someone in finance to take care of her, because she is ridiculous"". The General Manager and Assistant General Manager were standing near, witnessed and heard the entire conversation, including the policy lies and derogatory comments, yet they never once said anything. After leaving in tears, I received a very rude text message from the Sales Manager Matt the next day that stating ""you are colded blooded for not taking the car deal...that made me look like a fool to my company, do not call me to help you with a car ever again"" (see image below). Not to mention the car, a 2018 Chevrolet Malibu, would not start when we tried to take it for a test drive. I had to go get jumper cables to give battery jump from the car I was trading in, just to get the ""new"" car started.",1,165,Texas_without_threshold\Chevrolet19 Reviews of Galleria Chevrolet.csv
23607,23-Aug-18,"I have been trying to get a warranty refunded for *A YEAR*. Clay Cooley has been hostile the whole time. We just filed a complaint with the State of Texas. He is our experience. DO NOT BUY FROM THEM. We filed a hostile dealership form with the warranty company, who has since refunded clay cooley and they have NOT PASSED THIS MONEY BACK TO US. 

I purchased a car with Clay Cooley Richardson on 8/5/17, I was upsold into also purchasing:
- an AWS extended warranty [$3854], and,
- an AWS maintenance agreement [$700].

When I was able to research the two agreements I realized I was still under manufacturers warranty so did not need an extended warranty and the maintenance agreement was far more expensive than paying for maintenance with a genuine mini dealership.

I gave written notice to cancel both contracts (via email) on 8/15/17 @ 8:47am

I followed up on a response to that cancellation email on 8/15/17 @ 9:47pm

I followed up again by email on 8/18/17

I followed up again by email on 8/23/17

Through this period and the end of 2017 I routinely called Clay Cooley and was repeatedly assured that the cancellations had been sent and that service cancelations just take months to process. Despite asking I was never provided with any evidence they had processed the cancellation

In early 2018, I visited the dealership in person and was greeted by a new finance manager who filled in the cancellation backdated to the initial notice date and faxed it to the service providers.

Again I saw no refund at my end and repeatedly called Clay Cooley to be assured it takes time for cancellations to be processed.

Finally, around May 2018 I researched and called the service providers [The Warranty Group] directly and discovered that both policies were still active and they had no record of ever receiving a cancellation notice.

On 5/12/18 I sent the cancellation form from the dealership to their claims department, who forwarded me to the accounts department who assisted me with doing a customer initiated cancellation.

I provided all required documentation for the customer initiated cancellation on 5/14/18 and received confirmation they had been canceled on 5/18/18 with the refund credited to the dealership as they were unable to directly refund to my finance.

I called and contacted through their website Clay Cooley to inform them of the cancellation. I also gave notice to my finance in case they could assist the process. 

When I saw no refund forthcoming, I again repeated called Clay Cooley to follow up. I also followed up with the service providers and requested a receipt for the cancelation on 7/23/18 and was provided one on 7/30/18

I visited the dealership in person again on 8/10/18 and was assisted by a finance team member, however, they claimed not to have access to see why the refund had not been processed. Following up today they have left the company and their contact details disconnected.

That pretty much sums up my experience with Clay Cooley. I would be surprised if even 50% of my calls have been answered, and then usually only by a receptionist that has forwarded me to a number that has rung out. I have left dozens of voicemails which have never been returned. Their only email contact information is through a form on their website which has always been responded to by calls from their sales team who quickly hangs up when you ask to be forwarded to finance/accounts. I have never recieved a call from finance/accounts either in response to contact from me or reaching out to me to help close out this matter by email or phone call. The few times I have visited in person, the person I met with has left the company within a few weeks.

",1,1322,Texas_without_threshold\Volkswagen46 Reviews of Clay Cooley Volkswagen Of Richardson.csv
4025,19-Jul-18,"February 7, 2018 put a $500 deposit on 2005 Audi A4, to hold car until income tax refund was obtained. We explained we were not sure when our refund would show up and we were told they would hold the car with no problem. Right from the beginning we were told the car would be delivered to our home with no trouble, as we live 4 hours from the dealership. March 7th we are asked for a second deposit to hold car, which we did. During our wait on tax refund, we told Matt to sell the car a total of four times, as he was pressuring us to come up with more and more money. Each time he would refuse and say he wanted us to have the car. March 29th we obtained a cashiers check in the total amount owed on the car and delivery was scheduled to be delivered March 31st. At 9:56 a.m. March 31st we received a call from Matt stating they would not deliver the car and we would need to go pick it up. Again we told them to sell the car and we would not be coming to get the car. As we were told it would be delivered to our home from the beginning. They ended up delivering the car April 5th with one blown tire and four others that were in such bad shape no reputable place would have passed it for inspection. The crack on the side of the tires is so deep you can put a coin in it and wires are visible. However the car was inspected and passed for registration by Bossier Dodge. The temporary deaer tag expired April 20th. When you buy a car from a dealer the tags should last way longer than 15 days. At time of delivery we called Matt and was told we would get one new tire to replace the one that had blown out. As of this date July 19, 2018 we still have not received a tire. We have bought four other new tires. The car had a few minor issues, such as radiator fluid leaking and an oil leak from the oil filter. But we have fixed those issues. The car has not been driven since we received it. We will not drive it without a spare. It is still sitting in the garage collecting dust. 

Long story short, do not believe anything these people tell you. Especially Matt. This is by far the worst car buying experience we have ever had. ",1.6,295,Texas_without_threshold\Chrysler26 Reviews of Bossier Chrysler Dodge Jeep.csv
11519,20-May-18,"On 9/27/17, my dad and I went to go look at a 13 BMW they had. After test driving it, I decided that I wanted it. LUIS N. stated that the car would be ready later that same day. My dad decided to sign the paperwork so that I could easily get the car on my own since he works out of town. I put a down payment of $1500.Luis then stated that for the car to be ready, they had to service it and added an additional $990 to the loan. The service would include an 150 point inspection, oil change, detail, and they would wax the car. Upon completing the paperwork, Luis told us that the car would not be ready until the next day and gave me a rental. The next day, Thurs, Luis said that it will be ready until Fri. On Fri, Luis had not called at all. On Sat, my dad called Luis and he said that it would be ready on Mon at 11a. On Mon, at 12p, the car was not ready! By that time, I had decided that I had enough & it was best to take my business somewhere else. I told Luis that I would return the rental on Tuesday and I wanted them to refund me my down payment and send the bank the appropriate paperwork. When I was on my way to return the rental Tues, Luis called me and told me that they would give me $315 for my first car note so that I could take the car. When I got there to see if they actually serviced it, my dad had noticed that the car was in the SAME CONDITION that we had left it. I told his boss BEN who was taking care of us that I DID NOT want the car because why pay so much money for something or a service you're not getting? BEN GOT VERY NASTY with my dad and RAISED HIS VOICE several times. We decided to leave. On Wed, I tried calling to speak to the manager ALDO who is also very rude. I probably called the dealership 10 different times for them to send the paperwork to the bank and they were reluctant. I got so desperate I even called the owner C. Gillman who to this day, has not returned any of my calls. However, he had the time to tell them to offer me a $200 gift card for me to take the car. I declined. Days later, my dad and I made one final trip to the dealership to talk to MARCO C. because he said that the manager was willing to refund the $990 WE PAID for services they DID NOT PROVIDE. When we got there, he said that the manager had changed his mind and the most they could give us was the $315. We said no, we donâ€™t want the car. But, in order for him to start the refund process he needed the approval from Ben. Ben said that I would not be able to get my down payment of $1500 at all. To remind you, I had NOT TAKEN the car off of the lot. The BMW had been in THEIR POSSESSION since we went to look at it a week before and I test drove it & we did the paperwork. Yet they DID NOT want to refund me my hard earned money or send the bank the draft so that My dad can get another loan. Because of all of the trouble they were giving us, we decided to just take the car. When I looked at the odometer it had 69k, but yet when WE FIRST PURCHASED the car, it had about 67k. They had the car for weeks. WHO COULD HAVE BEEN DRIVING IT PUTTING ALMOST 2k ON IT? I HAVE NO IDEA! FAST FOWARD to this weekend, I took the car to BMW to get an oil change. To my surprise, they said I was 8k miles overdue for one, & the reason I didnâ€™t know was because the timer had most likely been tampered with. While servicing the car, they noticed that the oil drain was tightened way too tight & it was an OFF MARKET PART, not a BMW one, & in order to fix it it would cost me $2200. Furious, I called Honda to let them know & they said they could not do anything as far as reimbursement although they were the last ones to service the car. Even a BMW WORKER CALLED THEM to let them know & they said they sent the car off to a dealership but yet couldnâ€™t give that information. Which means THEY DID IT & SOLD ME A MESSED UP CAR! & THEY DONT WANT TO HELP PAY FOR IT! Itâ€™s so frustrating! I would NEVER RECCOMMEND OR RETURN TO THEM! C. Gillman is SELFISH and does not care at all about his customers! He never acknowledged me. WARNING DO NOT GO THERE",1,690,Texas_without_threshold\Honda44 Reviews of Gillman Honda of Fort Bend.csv
1741,18-May-18,"Extended Warranty Fraud--Warranty Fraud at Auto nation Chevrolet Cadillac - Amarillo TX (806) 356-5600-- I purchased an extended I bought a GM extended warranty from a Texas auto nation dealership in Nov 2016, took my vehicle into the shop last week, I was told by GM warranty that the dealership did not complete my paperwork and the warranty in not good, dealership accepted my payment and I have signed/processed contract in hand.
 
I have talked with Finance department Johnathan, left messages with Abby in finance, talked with Kim in the office, who at first said that was nothing they could do and somebody should have contacted me and was sorry.   I have left messages with GM, Eddie, with no response.
 
When I called GM warranty, they advised me that the problem was with the dealership since they did not submit a signed contract, which I and the dealership has.  My truck has been in the shop for repairs that I am waiting for over a week and this is an extreme hardship.   Now Parts and Service Director, Terry, would not provide last name, said there was nothing he could do, but refund my money, yet no warranty.  I was told that they would refund me for payments, yet not warranty",1,124,Texas_without_threshold\Cadillac3 Reviews of AutoNation Chevrolet Cadillac .csv
18118,12-Apr-18,"I got to the dealership yesterday at 4 PM to buy a car I had communicated with the dealership via email (with Jessica) on only to find out that someone had already put a deposit on that car.  One of two things happened.  1. I was not asked to place a deposit to hold the car, which I would have, to ensure it was still there when I arrived.  Or 2. Someone had already had a deposit on the vehicle when we spoke and your the sales manager (Charlos) failed to communicate that to me.  In either case, thatâ€™s not the service I would expect.

Jesica worked with the sales manager to set this up...thanks for wasting my time.",1,1066,Texas_without_threshold\Nissan170 Reviews of Central Houston Nissan.csv
22959,12-Apr-18,"First off, the salesman Abdul N. was friendly when showing you around. Then he start playing games like pretending to run back and forth between me and his management team over a reasonable price. He promise to offer a $100 referral bonus if I persuade my partner to buy the truck. Anyway after we reach an agreeable price, he make you sign a ""sell as is"" document. This document is a scam because in the time we sit in the office and negociate prices and financial plan with the finance department, he (the salesman) go outside and start figuring what he can steal from your vehicle like the new carpet and all the perks of buying a new car from a dealer. When we finish our financial payment plan and drive off the dealer, we are dead tired and didn't bother paying attention to what was stolen. We only figure what was stolen and missing the day after. He never give us the $100 referral bonus he'd promised too. When I inquired him about it, he said to leave my mail address and the customer service team will send me the $100 check. I never receive it. All in, He scam me the $100 referral bonus he'd promised and a set of new Tacoma carpet which I don't know the value of. Also maybe other dealer gifts and perks that I don't know about since he is in control of what he is giving out. Second, never ever trust a financial manager under any circumstances was the hard lesson I learned from this dealership. I knew since ages ago to never trust a financial manager at any dealership, but this time I was introduce to a fellow Vietnamese by the name of Nhan Le. My partner and I trusted him so much because he is a fellow Viet, the kind of trust that some people do when they meet someone from their culture or heritage. We trust him so much we agree to whatever payment plan he recommend. The biggest scam from this dealership is when Nhan Le recommend us to buy the Mechanic Protection Plan. We immediately reject the idea but Mr. Le said ""that we can try it out for 30 days and after 30 days we can cancel it for a full refund."" He insist we try it out since it cost us nothing if we cancel it. We agreed and fell into the finance department's trap. We took the time to go to this dealership during Lunar New Year Celebration just to cancel the Mechanical Protection Plans on time in hope to get a full refund like Mr. Le suggested. We submit to him the filled and signed cancellation documents hoping everything is in good hand. Mr. Le never submit our cancellation documents. After a few months and I have no evidence of refund for the Mechanical Protection Plan, I got worry and call Mr. Le's office many time. He never pick up his phone, not even once even when I leave multiple recorded message to request a call from him. I call The MPP headquarter and a customer rep said they never receive any cancellation document for my plan. She said she can help me start a cancellation process but it has to be based on the current month. I finish the process with her. Over the next few days I try to call Mr.Le to get some answer from him but all my calls ignored. I call the dealership front desk and have them set me up with a random financial manager in hope to catch Mr. Le who's avoiding me. First I got a guy name Victor who said he can't help me. Then I got another guy name Mark who claimed he is Mr Le's supervisor and that I should give him a days to investigate the matter. He promised (haha I know) he'd call me back early the next day to resolve my situation. I never got his call. The refund from MPP cancellation came and we lost $1.5k. Nice colluding work Finance Department. Ya'll deserve a nice big bonus from Mr. Myer at the end of the year for sure, but will you live long and healthy enough till the end of the year to get that bonus? Karma will prevail (I am not threatening). My complaint will not end here. I have file complaints with the BBB and State Attorney. You will hear my voice for sure.",1.4,1291,Texas_without_threshold\Toyota49 Reviews of Joe Myers Toyota.csv
10886,02-Apr-18,"This review is more for their finance department rather than the sales or service.  I purchased a vehicle in 2015 and traded that for another one in 2017.  They were supposed to send my gap insurance refund back.  I sent them all the documentation that they needed (as they instructed), waiting for months and never got my check.  I had to call them several times, and spoke with one their finance rep named Nancy.  Initially she told everything is in order and I should get my check.  Waited for another 3 weeks and still no check.  Called them back , and Nancy answers the phone again, and this time she tells me she has not clue what's going on and I need to contact their accounting department.  Not to mention she was rude and kept talking over me and discrediting me over the phone.  I spoke with their fiance director John Martinez and explained to him that I just needed my money back, and he told me the same thing that they don't deal with that and I need to call the accounting.  I was like why didn't you say this thing they first time I ever called your department!!  I just thought they were not open about this and the department and its personnel did a poor job at handling the situation.  They are very efficient at getting their money from you but not so good at sending you the refund you need.  I will not purchase any more vehicle from them again.",1,664,Texas_without_threshold\Honda13 Reviews of Honda Cars of Rockwall.csv
1887,24-Mar-18,"We bought a 2017 car from Knapp Chevrolet, paid cash and have called them repeatedly about not received our license plates and Title..  it has been almost 3 months.  I spoke with manager Luell who was very rude.  We are owed a refund of overpayment on our cashiers check and was told by finance manager that we would receive it the next week and still do not have it.  We are sending complaint to General Motors, attorney generals office and BBB.  We feel this is deceptive trade practice.  I would never recommend this company to anyone.",1.5,147,Texas_without_threshold\Chevrolet11 Reviews of Knapp Chevrolet.csv
15804,23-Feb-18,"I purchased my new Land Rover two months ago and they still havenâ€™t sent me my plates. Jake from finance said they wonâ€™t send them until they receive our full down payment. This down payment is something we obviously paid for at the dealership, prior to leaving with the car. We used a debit card and their card processor. The funds left our account within minutes. Here we are, two months later, and they are still claiming they never received the funds. Jake called and asked us to send him proof that the funds left our account, so we did. He said that should be sufficient enough. Then, after still not sending our plates, he asked us to call the bank and see where they sent the money. My husband and I both called he bank separately and they told us they followed the money trail to Land Rover. We even tried to phone call in Jake with the bank but he was â€œbusy.â€ After completing his second request, they still wonâ€™t send us our plates. They have apparently figured out that the money is stuck somewhere between the bank and their credit card company, which is out of my hands, yet they STILL wont send me my plates after we have repeatedly done what they asked of us. I should have never gone to this delearship and purchased this car. I regret it every day. ",1,902,Texas_without_threshold\Land Rover15 Reviews of Land Rover San Antonio.csv
22516,26-Jan-18,"I inquired on an in-stock vehicle via phone. I was an out of state buyer and was going to fly to TX or have the car shipped. Pricing was verbally confirmed over the phone and we agreed on the deal. The first time I spoke with the Finance Manager Nigel, he said to get the agreed upon price I would HAVE to finance with them, that was never told to me in the beginning and I wanted to use my credit union, regardless I wanted the car so I reluctantly agreed. Gave all my information and completed a credit app, they ended up pulling my credit 3 times with 3 different lenders. It took them over 36 hours to respond because they are a ""high volume dealer and were too busy to call me back"" I finally asked to see the purchase contract after a day of not hearing anything, when they showed it to me there were $2500 in dealer add ons that was NEVER communicated to me before. I managed to negotiate down most the dealer add-ons but again. . . they were FORCING me to buy the Dealer Installed GPS Tracking (Apex Protection Plan) in order to buy the car. They stated they it could not be removed - LIES. Funny thing is Apex Protection Plan headquarters is right next door to the dealership. I wrote a long email stating that I wanted to see an update purchase contract that reflects my credit card deposit before they mailed it out to me and how they haven't been transparent in this whole process. I never heard from them again and they sold the car to someone else WHILE we were still working on the deal. Please stay away for your own good. Brandon the sales rep was nice however very inexperienced and would lie to help close the sale. Nigel would constantly blame the sales team for not being transparent and up front when. Worst buying experience ever, don't believe their lies that you need to finance with them or have to purchase the dealer add ons.   ",1,1265,Texas_without_threshold\Toyota17 Reviews of Toyota of Victoria.csv
18546,09-Jan-18,Horrible!!! They sold me a wrecked car that was still under warranty...i took it back to repair it and they would never fix it but wanted me to pay over 500 for it.. I'm talking day after I bought this car... they will rip you off esp if you are a lady.  Also will not return calls regarding money they owe me....they also sold another person I know a wrecked car and they had to have it towed home right after buying it and would not take the car back nor refund them their money nor replace car they traded in.. this ended up having to get legal help. ,1,1088,Texas_without_threshold\Nissan4 Reviews of Patterson Nissan.csv
28,06-Jan-18,"I was told coupons were no longer accepted and that the new service manager made the change to not honor them. The service rep could care less about any customer service and was indifferent to her job. In my hand now I have a coupon card in my hand directly from MacChurchill! Laziness as she did not want to apply to my account and rather charge me the $70!! I want a refund for the amount due per this coupon, I will gladly send an email w photo of what I have. I need to be contacted immediately!!",1.4,2,Texas_without_threshold\Acura182 Reviews of Hiley Acura.csv
21892,01-Dec-17,"I towed my Subaru to Hiley for service because it was overheating. After a 1500.00 repair bill my car started to overheat before I got home. I had it towed back and now Iâ€™m told it will be several more thousand dollars to repair my car. They are unwilling and refuse to refund our money even though they never fixed our car. 
UPDATE *
After talking with Jerry I was issued a full refund on the cost of repairs. Jerry was a great help; he was honest and understanding of my situation. If I could rate the service and experience on his help this would be a 5 star review. ",2.2,1237,Texas_without_threshold\Subaru23 Reviews of Hiley Subaru.csv
3368,28-Nov-17,"I bought extended warranty for a car a got there 9 days after I decline the warranty, I still waiting 23 days they refund the money to the financial co.",1,263,Texas_without_threshold\Chrysler150 Reviews of Clear Lake Dodge Chrysler Jeep FIAT.csv
3322,06-Nov-17,This is not a dealership I would recommend  black folks to visit. So I wouldn't  get a refund/overpayment the dealership sat on my approved deal for 32days.if I was blond haired and blue eyes I would have receive 1st class treatment. The dealership could use a make over (diversity in all areas of the dealership).I am waiting to see if I will receive my $378.20 refund i will give another review when i receive my refund.,2,262,Texas_without_threshold\Chrysler15 Reviews of DeMontrond Dodge Chrysler Jeep RAM.csv
1369,31-Oct-17,"Dishonest says well get the check cut right away and overnight it but that didn't happen and now they say they didn't promise that, loses paperwork for refund of gap and warranty money makes you wait 6 weeks before you get a refund and when it doesn't come the say you never applied for it and they can't find your emails, promises call backs but never happens (3 days in a row) my truck has been gone since mid summer and I still don't have my return yet.",1,92,Texas_without_threshold\Buick35 Reviews of The Original Ron Carter in Alvin.csv
23530,20-Oct-17,I do not and will not ever recommend a Clay Cooley dealership. From buying the cc in 2017 till now Iâ€™ve had nothing but problems. With the financial paperwork being handled to the warrantees Iâ€™ve purchased. Very disappointing service still waiting on my refund. Do not use Clay Cooley! ,1,1318,Texas_without_threshold\Volkswagen38 Reviews of Clay Cooley Volkswagen of Park Cities.csv
15437,18-Sep-17,I have been calling this dealership since June regarding a car that was paid off in April. I have called 7 times and gotten no response. I have not been able to speak to a live individual - calls only go to voicemail. No status on the refund has been received. They have not returned my call. I'm wondering if they will refund the money owed to me.,1,882,Texas_without_threshold\Kia27 Reviews of Joe Myers Mazda Kia.csv
11868,24-Aug-17,"We bought a new CRV on June 1, 2015 and asked our salesman if the 5 yr warranty we had bought the previous year on our 2009 Honda would transfer.  He told us not but they would refund us the unused portion.  The man in finance said both of our warranties had expired on mileage.  Which was not possible since our 2009 Honda only had 50000 miles when we traded it in on June 2015, a year after the first warranty would have expired in August 2014.  He said my next warranty had expired on mileage, that was impossible because it was less than a year old.  That gentleman also kept trying to sell us a 72,000 mile warranty on our new car, I told him repeatedly I wanted 60,000 miles.When I got home, he had changed some of the contract to 60,000 but some of it was 72,000 miles.  I complained on a comment letter that was sent and apparently it went to Honda.  My salesman, who we like and both of our last two cars from, called me and said Honda wanted me to come in and talk to the finance manager.  I ask for the manager but was sent a sales person from finance to tell me he was not available, could he help me.  So I explained the problem and looked at the computer and told me that the first warranty had expired on miles (not true) and the second one was only for a year and 36000 miles and had expired on miles.  First, it was for 5 years and 60,000 miles.  Even if it had been as he said, it had not been a full year and we had not put 15,000 miles in a year on the car.  As far as he was concerned that was the end of it. Maybe because we are older, they thought we wouldn't know any better.  By the way on the 2015 Honda that I have been driving since June 1, 2015, I only have just over 8,000 miles on the car.  As much as we liked our sales person, I will not buy another car from this dealership.",1,699,Texas_without_threshold\Honda81 Reviews of Honda of Clear Lake.csv
