,Index,Date,Reviews,Ratings,Serial,Spot Delivery,Label_APR
1705,1311,23-Jan-20,"for many weeks I couldn't bring my truck for a warranty repair which I paid for upon truck purchase with excuse no loner available. Last week I was leaving the country on a business trip so I dropped my truck and asked them to go ahead and do repairs while am gone and I dont need a loner. After 7 days I come back and truck still nothing done to it. I asked the reason and they said I had to approve  100 dollars deductible before they  do anything. These repairs had been explained to me many times during oil change and warranty and my deductible was known on contract from beginning and It was explained to me upon dropping truck at shop. Then no excuse, now they are asking to leave truck again to get repairs done this is not acceptable. ",1,24,0,0
1706,1312,20-Jan-20,"I was charged for ""shop supplies"" not used.  It takes a screwdriver to change a combination switch.....no shop rags, no lubricants, no solvents and no first aid supplies.  According to the combination switch removal and replacement  procedure specified in the 2006 DaimlerChrysler, Vol. 2 of 6, pages 8L-138 thru 8-140 it only takes a screwdriver.  I know you take a percentage of a part of the invoice and call that shop supplies but how, if ever, do you inform the customer up front that he and/or she is about to the charged for phantom items.  Other shops may have the same policy but multiple rip-offs don't make fair and friendly business practices.
",1,24,0,0
1707,1313,11-Jan-20,Been in multiple times with issues in the past few months. This last visit I picked my car and already a light is back on. Start stop option light is on again. From my understanding the dealership has to turn that off and my car some how switches it off on its own. ,1,24,0,0
1708,1314,23-Dec-19,"For Reference (the Manager with the worst attitude and customer service ever) if he was even a manager was Scott Spindle.

I went in to get an Oil Change, replace a run light and get a recall done on my car at Huffines Lewisville near my work.

Was told they didn't want to take the time to do the paperwork and get me a rental car for the Recall on my car. They said can you wait till the new year and just bring it back then. 
I told him I needed it fixed but he said it would be difficult to complete in a weeks time, I'm not sure why that matters but I said that's fine I will take it to the dealership near my house.

I asked if they could even do the Oil change and replace the run light that was out?
With an attitude he passed me off to the guy who handles the Oil Change.

Later I returned to pick up my car, and I opened the hood to look over the engine and check the oil dip stick.
I noticed the clip that holds my windshield wiper fluid in place was broken!

I went back in to ask the service guy to take a look and I was told he was in a meeting and I would need to wait 15 mins. So I walked back to the office where the meeting was being held, walked in and said excuse me there is a part broken on my car and I need him to come look at it. 

The Manager said who are you I responded with I am a customer and walked back to the car.

the manager and the sales guy along with 4 other guys followed me to the car and looked it over.
The Manager started to have a big Attitude! He tried to talk down to me and I butted in and said ""Sir knock off the Attitude, Right Now!""

The Manager did not even notice I said anything.

So I waited till he was done and said ""Whats with the Attitude?""

He just looked at me. So I repeated ""why do you have an attitude?""

He said ""I am going to look this part up"" and left.

He returned 5 mins later and started raising his voice again and I said STOP having an Attitude Right Now!
He paused and said I'm sorry, it has been a crazy morning, I have ordered the part and we will fix it. 

P.S. The light they fixed / replaced was very dim and after 1 day you can't even see the light is on unless you bend down to look at it and the message popped back up and says Run Light is out.

If I did not have to go back to have them fix the part they broke I would never go back to this Dealership. ",1,24,0,0
343,1315,02-Dec-19,"My issues with my car vibration and the scratching of vehicle rims have left a very pad taste in my mouth.. Also, my experience with Chrysler Custom Care was poor. This is my 3rd Chrysler 300 and will be my last. I do not want another Chrysler product.  I spoke to Goodyear about the new tires that I purchased through the dealership and is still waiting on Nick Romerhausen to call me back. Per the Goodyear Corporate Service center he was suppose to give me a call switching out my new tires. I have a total of 4 wheel balances at the dealership and one at a Goodyear location and still have vibrations at higher speeds with my vehicle.. The explanations that I have provided are satisfactory.. Even the prior front work they did it  was back and forth trying to get a straight answer. My vehicle has never drove worst. So at this point I am very unhappy.

My experience has been shared with my co-workers who knows that I take very good care of my vehicle and also church members.

I just want my issuers resolve so that I can move on. Please keep in mind I do blame Chris Tucker he is only communicating work the people in the work bay is communicating him. Nick and Scott has tried to assist, but my issue still exist. ",1,24,0,0
1709,1316,16-Nov-19,I brought my car in with a transmission issue. It was replaced because it was under warranty.  I had not had my car back more than a few hours when the check engine light came back on.  I had to make a second trip to the service center where they found something else that need to be replaced.  The technicians should have done a much more thorough job the first time around.  There is no excuse for such negligence.,1,24,0,0
1710,1317,08-Nov-19,I feel my service adviser Z has lied to me . He advised me he spoke to his service manager and was advised that they would help me out with the transmission problem on my vehicle. So I had my vehicle towed to the location and that's when I was told by Z that the repairs would cost $4400 but would be reduced to $3500. I made him aware I had already had been given a quote of $3100 to get the repairs done at the transmission place I had my vehicle towed from. Then I was told a new transmission would be installed and there was nothing could be done to help me out on the repair cost. My vehicle was repaired there and the transmission only went two yrs and 7 months and 60000 miles. So I went and gave the OK on the repairs because my vehicle was there already and I need my car repaired.  After picking  up my vehicle and driving home the transmission started having problems again. That's coming from a new transmission according to my service advisor . I have spoke to Z and will return the vehicle back in for service.,1,24,0,0
1711,1318,02-Nov-19, Brought in a sprinter van with some issues. Never able to talk to the mechanic directly even though I knew more of what was going on then I was able to tell. Had to work through the service representative. Made two trips before I could pick up the vehicle. And even then it was not diagnosed correctly. Will be taking it someplace else for further work to solve the problem. ,1,24,0,0
1712,1319,02-Oct-19,"I brought my jeep in for an airbag recall and the guy called and said I needed a service because everything needed replacing (plugs, hoses, coolant flush). I had all this done the week before at a mechanic shop. I believe the service guys didn't even look at it. If they had, they would have seen they were all new. They just recommended on the miles. The also didn't put my dash back together correctly. Now there is a gap and the rubber seal is hanging out between the dash and windshield. All in all, terrible experience. I will never buy new car from them. The guys were friendly when I dropped it off though, and Kathy at the front desk is sweet.. Too bad the service technicians have their heads up their xxxxx. ",1,24,0,0
1713,1320,11-Sep-19,"Mike was great, too bad my car was returned to me with 2 tires at 17PSI and dirty. Every other dealership Ive gone to washes cars, tops of liquids and airs tires...The only reason I come back is because of warranties. Would never choose to go there or send anyone. Below anyone's standards. NOT IMPRESSED AT ALL.",1,24,0,0
1714,1321,02-Sep-19,I went in. At 5:00pm for a oil change and at 6:45 pm they were done. And I have my first advisor my coupon. He left at 6. So a other person did my paperwork charged me 78$ then told me won’t honor my coupon Bc the other service advisor didn’t write down coupon. Bunch of rip off people. I won’t recommend going back here again. ,1,24,0,0
1715,1322,02-Sep-19,"Left car, never got a call when done, asked for tire pressure check, it was not done and most importantly to me leaving a sticker on window fir next oil change..not done either..I spoke to service advisor. ",1,24,0,0
1716,1323,06-Aug-19,"My Jeep motor was rebuilt and paid for by Chrysler. The lead tech out of corporate in Detroit said to use 10w-30 moving forward and recommended I also go to a certified Jeep dealer for the service.  Despite explaining this “twice” to the service department, they would not accommodate.  I can now add this to my list of other experiences/complaints about this dealer.   However, Classic Jeep in Denton had my oil changed with 10w-30 and on my way within an hour without argument or giving excuses why they couldn’t help. Grapevine Chrysler Jeep is also good. 

I have tried Huffines because it is closer but I have learned my lesson.  Do yourself a favor and go to a dealer that will show you respect like Classic or Grapevine Jeep",1,24,0,0
1717,1324,04-Aug-19,"My AC has not been cooling and there was a recall on the Air Bag, so I took it in and told them as they were taking the dash apart anyway to fix the air bag I wanted them to look close at the condenser as I strongly felt that was where the leak was, I got a call saying the valves where they check the AC were leaking and it was $350.00 to replace these little tiny valves. But I said go ahead and do so. Less than 24hrs after picking up the truck NO AC, so they said bring it back. Guess what ""the Condenser is leaking and now to take the dash out and fix it its $1550.00. I will have it fixed at a shop I trust THANKS FOR NOTHING.",1,24,0,0
1718,1325,12-Jul-19,"HAD a ram 1500 and went to the dealership for a warranty issue where the rear view mirror was rattling. *8th warranty issue in 2 years by the way* the advisor tells me he can fix that as soon as i get there. After messing with it for about 15 minutes they tell me i have to get a new windshield.  Yes,  the issue was rear view mirror and i have to get a whole new WINDSHIELD because the ""glue melted"". As I'm getting ready to leave because i declined the service,  i expect them to give me the vehicle either in the same condition or better if no service was done. When i get the vehicle back the rear view mirror is hanging. Not on the windshield how i had it when i came in.  So they tell me they can't get it in the same way because the glue melted due to the heat and expect me to drive without a rear mirror. *guess what not my problem, if your job is to sell people service that their vehicle does not need,  just stick to that and quit trying to fix problems you don't know how to fix* Well i did drive without a rear view mirror,  drove straight to a chevy dealer next door and got a new truck the same night!",1,24,0,0
1719,1326,26-Jun-19,"I had 2 schedule 2 appoitnments to have the service department look at the door trim which was a warrantied part, and a common issue with the Jeep SRT.  On the 2nd appointment, I was told I needed to leave my vehicle for 2-3 days for the ""trim guys"" to look at the damaged trim and order the new trim.  This was already determined that the replacement parts were needed and warrantied. I asked if the ""trim guys"" could just come take a look real quick and approve the ordering of the parts so I didnt have to leave my vehicle there for 2-3 days.  He said they were busy.  After I insisted he ask the ""trim guys"" if they could come look at this, he finally did and it took all of 3 min.  I was frustrated I was asked to leave my vehicle for 2-3 days when all it took was a ""trim guy"" to walk out and spend 3 min to confirm parts. Felt like they were making it difficult so I would hopefully give up.  

I do not care to call out the service employee in this situation but will add Jordan in the service department has always been very accomodating and I will return because of his service.      ",1,24,0,0
1720,1327,01-Jun-19,"I was excited to buy my new truck, but after the vehicle was delivered, it was a nightmare. The paint was a mess. My wife and I almost walked away from the deal, but the dealership promissed to fix everything. After 5 times in the shop, the GM promised to replace the truck. Several months later, still no truck. My truck has been in the shop 8 times in less than a year an items are still not fixed. I have lost faith in this dealership. There is always an excuse. At what point is enough enough? Why promise to replace the truck and not deliver?",1,24,0,0
1721,1328,31-May-19,Took a 2010 Jeep wrangler in for 3 recalls. They hadn't had the vehicle 2 hours when I recieved an automated request to make a couple thousand dollars in additional services. Fortunately I took the time to realize what the phone message was and decline the services. It would have been very easy to have responded and showed up to get my jeep and find a large bill waiting for me. I would never recommend the dealer service center for any work outside warranties or recalls and even then you have to pay attention to their activities. Also there were several people waiting for loaner cars and we had to wait while he left his desk to get his morning monster drink.,1,24,0,0
1722,1329,21-May-19,After 2.5 hours of sitting to see if they had looked at my car the young lady said they didn't have time to look at my car. Over the phone they told me that I didn't need an appointment to get an estimate. They never had the decency to tell me after 30 mins of me sitting there that they would not even have time to look at my car. I had to walk up and ask them the status of my car. Needless to say that I left after 2.5 hours of wasting my time and the lady said she would put it on the computer under my name that the next time I bring my car back that she could move it up to the front of the line.  It was a complete and total waste of my time to take my car there.  ,1,24,0,0
85,1330,06-May-19,"Brought vehicle in to have the airbag recall repair upon driving it home I did not have any AC called spoke with an adviser he said ""there is no relation between the air bag and the AC but we will take a look at it"". I took it back in and on the service ticket I indicated I needed an oil change. Received a call hours later saying vehicle was ready I asked what caused the AC to go out he indicated a pinched wire under the dash where the tech was working (Technician caused issue). I picked up my vehicle only to find out the ""Oil Change"" was never done unbelievable! Needless to say I will not be going back!    ",1,24,1,0
1723,1331,15-Apr-19,"Durango was brought in for new rack and pinion. Cheaper than some other quotes. Once car was picked up, it was apparent that someone had carved up the rear window where a political candidate sticker had been applied the night before. The only place the car had been besides our home between then and drop off at dealership was our kids school. Advisor (Mike) was very apologetic but manager (Scott) couldn’t have been more terrible. Refused to accept that the vandalism occurred at his facility and was defensive from the get go. He was smug and condescending. He “mansplained” that those windows cannot be scratched without a diamond bit. He became more defensive when he couldn’t wipe away what he insisted were “marks”. We contemplated filing a police report. We may still do it. I would not recommend this place. Especially if you are a woman. Thank you to Mark for being helpful and sympathetic. But no way we would be back. ",1,24,0,0
344,1332,12-Apr-19,"My trade was grossly, grossly undervalued.  To make it worse, they calculated the deal including it, then had to try to work around why the payment was going to be higher than I had been told.  Then I found I needed to buy high-priced window tint and running boards.  Basically I ended up paying about MSRP when I had come looking for a reasonable discount.  I thought I was smarter, but ended up getting smooth-talked by the dealership.  My trust in the Huffines brand took a tremendous hit.",1,24,0,0
1724,1333,10-Apr-19,"Salesman, financial guy, tries to get over on you  to benefit them..meaning to earn more money for them. They do not have the best interest in the customer. Went to Dodge in Frisco and they gave me lower payments and a better deal for the same vehicle. Dodge Frisco has the best interest for the customer.",1,24,0,1
1725,1334,22-Feb-19,"Brought in my Hellcat SRT as a check engine light came on. The service advisor quickly checked the code and cleared it said to watch it and see if it comes back. About 15 min later it came back, I drove back they scheduled me for the next Monday. Showed up early am on Monday they put me in a loaner, waited about an hour, and left. Received a call about 4pm come back and get your car, they said the part they need was back ordered. I asked how long he said they didn’t know and would leave the ticket open and call me when it comes in. I asked about the check engine light and the service advisor said don’t worry about it - this is my $75000 Hellcat!,  I left waited 3 weeks called last Friday afternoon was told the ticket was closed and it would be at least 6 more weeks to get the part. 
I called another dealer just to check as I thought this was unreasonable. I made a reservation for the next Monday at the other dealer took it in and it was repaired by Tuesday at 11am.. 
I don’t see myself going to Lewisville dodge service I will drive the extra 20 min to go to the other dealership. The other dealership is nice they have a hospitality area with drinks and a more comfortable waiting area and the parts area has more / better swag to buy - I bought a t shirt ",1,24,0,0
1726,1335,21-Feb-19,Very disappointing...I left my Jeep to fix a problem.After 2 weeks I got it back. I have to return it again because it was not fix. After a week I picked it again. Problem still no fix.  Going for a third one...wasting my time and patience. Service Rep: Curtis,1,24,0,0
1727,1336,20-Feb-19,"I bought the jeep at Huffines in  Plano . I brought the car  in for an oil change, release the side view mirror that would not stay in place. The car  was pulling to right ( and still is) The speedometer was not reading correctly . I left it on a Monday was not told ti would take 6 days to get it back. I was not offered a loaner(6 days) no one would call me back On Saturday afternoon I was told the car was ready.I DROVE IT HOME IT STLL PULLED TOTHE RIGHT. when I called the service center they told me had replaced some parts but thy didn't know how to fix the pull ( how can the techs not know how to fix this . I was the told that it would cost 300 hundred dollars to check the speedometer. this car came with a dealer package that had large tires ( if there is a warranty problem with this I would never bought the car. I had the car in the shop for 6 days and I got the oil changed and a new mirror.That is just not exceptable. I have had 5 jeeps this is the worst I have ever been treated any where. I know this review is pointless because no one contact me and the work will never get done. ",1,24,0,0
1728,1337,30-Jan-19,"Last week I went in for an oil change. Asked if they could look at my alignment again because the last time they did it, I drove off and it was doing the same thing and the manager confirmed that it was still pulling to the right. (After test driving it while I was in the car.) I got my oil changed and then they said I should schedule to come in for the alignment issue. So they said they needed about 2 hrs since I had a wrangler and only have to work on the front wheels. We chose Wednesday. (He said Monday’s are busy). This morning I got there thinking it would take 2 hours I brought my computer and started working. Minutes later I was told that they didn’t want me to have to wait around and since this issue is covered under warranty they would give me a rental. I wasn’t happy with the rental (because it wasn’t a wrangler instead it was a mini Cherokee). I was then insured it would be finished by 3pm.  At 2 pm I got a phone call saying it wouldn’t be ready today. I asked what was wrong? They said they are backed up. Mind you I drive around town as part of my work duties. So then they said we should know something tomorrow by 10am. So I had to go back there to get my children’s car seats out and garage opener. i spoke with the manager when I got there to express my dissapointment that my car was not completed today as I had been told it would. His response was unacceptable (to me). He explained that they get backed up and I shouldn’t tie them to a tight time frame and I should expect to have to wait 2 days because they have 180ish cars to servive. (Mind you they told me how long it would take: 1st 2 hours, then by the end of the day). He went on to say that he had put my car in front of 25 other cars as if he was doing me a favor. Then reminded me that it had been a while since I first had had the alignment looked at. (Again as if it was my fault and I had already explained to them personal/medical reasons why it had taken so long for me to return. Not acknowledging the fact that I was told after it was worked on the first time that something wasn’t done right. When I came in last week I wasn’t expecting anything free but was told they would make it right).  I then asked him how is that good customer service. Then he blamed others for telling me a time frame. Never once apologized and accepted responsibility. I asked if I could keep my place in line and when they were working on the car in front of mines if I could bring my car back within 15 mins of the call. He went around this question by saying something that could take 2 hours might take 4. He said one of his techs stays until 6pm and May be able to look at it tonight but work wouldn’t be don’t till tomorrow. I also asked what was the purpose of scheduling an appointment if they wouldn’t even look at my car that day. He then asked why didn’t I leave my car there last week. I explained that I wasn’t given that portion and it would be better to schedule. (He has no response for that) The whole time we had this conversation he seemed irritated by the fact that I was holding them accountable. I understand things happen and at least the service provider was nice, respectable and showed empathy and was trying to find solutions for me. (I also understand that he is limited in what he can do to help me). The manager on the other hand was cold and blamed others including myself. On another note if the warranty company is paying for the rental while my car is being repaired, I’m not so sure that they would be happy to know that they paid for a loaner car, and the first day 8:30-4:30 (Probably wasn’t looked at, at all) my car wasn’t even looked at. So now I wait until tomorrow at 9:30am for them to call me and tell me what the problem is with my car. (I was also told it should be finished by 10am tomorrow). I feel like I would have been better off staying there to wait, maybe they would have at least looked at it. ",1,24,0,0
1729,1338,18-Jan-19,"Went into the used dealership and the salesmen Joe was very professional. And got the deal done was happy until we went to finance . The  finance gentleman that care of are 2014 Ford mustang 1-24-29 Monday was very rude and disrespectful to us and almost walk out of the office.  I belive he need to apologize for his unprofessional remarked to us , he never congratulated us in the purchased and was very  upset  cause we didn't want to buy extended warranty and long term financing,  so when you ask me to recommend your dealership to other I will to say no remember it the customer that keeps your dealership successful. And make people to come back treated rude is never good for any business. If you would like to call feel free .


",1,24,0,0
1730,1339,26-Jun-18,"Recently I went into this dealership with the anticipation of purchasing a fully loaded 2019 Dodge Ram Limited.  I thought this would an easy process.  At first, it was.  I was working with Surya and we got financing all setup (I subsequently went with my credit union but not really the point of this review).  So they did not have it on the lot, the vehicle I wanted.  Surya said they could get it.  Well they located one really quickly but it was a demo with 2500 miles on it.  I said I didnt want a demo so we went to another truck.  Another truck came up and the dealer trade just couldnt be made but this was after Surya told me it was secured.   Then a 3rd vehicle came up.  The trade was done yet the day I was supposed to go in and sign it was told me to that this was a demo.  The salesperson took no blame for this is issue at all.  He said repeatedly it was not his fault and do not kill the messenger.  It was a comedy of errors of not setting expectations properly and not taking ownership for mistakes.  Then at the end it smacked of a bait and switch.  I would not trust anything anyone from this dealership says.  ",1,24,0,0
1731,1340,08-Apr-18,"I went into the service to get repair to the left side of my 300 Chrysler: They repair it about 1 year an half ago but it's still having problem with something underneath the vehicle on the left side of the unit: They had a rep ride with me to check , he heard the sound: when we got back to the service dept they said I had to bring it back so they could keep the vehicle for repair: after I left they call me back to tell me they couldn't cover the rental car so I can get around and to work. The persons that setup rental unit was very rude not helpful at all. I'M moving forward with my atty. I wish this dealership the best. ",1,24,0,0
1732,1341,03-Jan-18,"Contacted several Jeep dealerships seeking a specific model of a Jeep renegade.  Was sent a email with a picture of the model I was looking for, so I called and set up an appointment.  Upon arriving I was not shown the Renegade that was shown in the email sent to me, but the sales person (Cary Murillo) listened to what I wanted and provided a similar model having the specifications I desired.  This is where things changed when it was learned that this was the Renegade I was interested in purchasing.   The process dragged out way too long taking almost 3 hours to purchase a Renegade for cash minus a trade in.  The trade in was a one owner vehicle with a clear title with no liens, had been excellently maintain by a dealership with all scheduled maintenance and was checked by that dealership just prior to this transaction.  The sales rep had to got to the manager to get the offer for the trade in and returned with a figure that was 1/3 of even a dealership trade in value.  When it was apparent that this figure was unacceptable and unrealistic to me, I was told that the manager ""didn't like the way the engine sounded""; but was also told the manager wasn't a mechanic.  The sales rep went back to the manager  and came back with an offer that was twice what was originally offered (this involved thousands of dollars).  It took less than 30 minutes to me to decide to buy the Renegade and most of the time spent waiting involved offers for the trade in.  If I had not already done my homework on the value of my trade in, I would have been out a lot of money to fatten the profit already being made upon me.  I have purchased many vehicles in my life and have faced this before as this is a well known ""car salesman"" tatic that people hate and fear.  Make extra money off the customer because they may not know what the trade-in value is and use some lame easy to back out of excuse for the first offer if the customer balks, and delay the whole process so the customer will get tired and agree to any offer just to get the whole process over with.  Good sales practice to increase profits, but has one bad side effect...You just showed the customer that you are trying to rip him off and makes the customer feel that he can't trust you to make a fair deal.  Makes the customer wonder what else in this deal are you pull and definitely brings out ""buyer beware"".  Definitely the trust is gone, and I didn't believe anything else said or excuses made to me after that.  The deal I finally agreed on still allowed the dealership to make a handsome profit on the trade-in as well as the sale, but it was what I expected. 
 I'm not against a dealership making a decent profit, but to try to rip the customer for more not only didn't get the more they wanted and lost the trust of the customer....doesn't sound like a good, long term business model to me.  Is it just in the sales department or does this tactic apply to their service department too by telling the customer he needs service that he really doesn't.  I won't find out as I will find another dealership for the service I need.  I will not purchased anything else from here and will tell all that I know to avoid this place that practices the old ""check with the manager game"".  I also hate the ""if you can't give us a 10 on reviews let us fix it"" game....you can't fix an attempt to rip the customer off.  Even if withdrawn, it still kills the trust.  I gave this review 2 stars not for the sales, but for large selection of vehicles in stock.   ",1,24,0,0
88,1366,24-Jan-20,"The sale went fine, but then I had a problem that they did not resolve.  The driver's side front time would not hold air.  I kept airing it up and it kept loosing air.  I live 70 miles from Lithia so I took it to the Dodge house near me.  First off, the car did not have the lug key.  In order to check the tire, they had to take the tire off.  Not possible without the key.  So I called Lithia and told them my problem.  I spoke to one of the 2 salesmen (Tyler) who had made my sale.  I was told the car sold ""as is"" and he was very sorry, but could not help.  So I paid the dealer near me $65 to break off the lugs.  They discovered that the tire had been patched and air was leaking around the patch, and that I would need a new tire.... to the tune of $270.  I called Lithia and spoke to a manager (Michael) and explained my problem.  He too said, the car sold ""as is"" and ""sorry"" they could not help me.  My total bill was $437.45.  Lithia ""certified"" the car before I drove it off the lot.  Doesn't that mean they checked it out?  Doesn't it mean they should have at least noticed that I did not have a lug key?  I even think they should have discovered that the tire could not hold air.  The car I bought was a 2018 Dodge Charger with 19,900 miles on it.  I am very UN happy with customer service.  They wanted me happy before I signed the papers, but they don't really care about me now that the deal is done.  Besides this:  They got me in the door because they promised that they had located the very car I was searching for online.  When they contacted us, they said it was someplace in another town, but couldn't tell me where it was.  Then when I drove to Lithia, they said, ""oh, it just sold"", and offered me what they had on their lot.  Why did I fall for that???  I will never buy another car from Lithia and any chance I get, I will tell my story.",1,25,1,0
1753,1367,07-Jan-20,"Went back to get key and wash like promised , did not wash and detail my new van. Wait two hours and left with dirty van.",1,25,0,0
1754,1368,02-Nov-19,"Bought a used truck from them and the ac wasnt cold service worked on it but it was still blowing 75 degrees from the vent . They insist this is normal. Called today because they have had it for 4 days as of today (appointment made for Wednesday and it is now close of business saturday) 15 minutes before close to see of any further updates were available and i was hung up on. Called back and was put on hold until they closed . Chris is my service advisor and has been rude since the first day I've worked with him . He will ignore you until he is ready to talk to you and really unprofessional . They also took pictures of something under my truck but wouldnt tell me what it was .


Update:::
 took 2 months to fix 1 actuator files on my insurance for a scratch on the loaner that was on it when I got it. The gm Coy refused to take my calls to work things out . The part that was replaced just broke again 2 months later called to speak with service manager  but was told I didnt even have permission to leave a message for him!!!!! Still a 1⭐  place with no sevice after the sale",1,25,0,0
1755,1369,22-Aug-19,"We were told we were buying a limited grand Cherokee turns out we purchased a altitude or something cheaper in another worlds we were robbed and we felt so violated because we couldn’t do anything about it. There was no writing anywhere on paperwork or anything about what was being sold but we were told several times it was a limited so no I would not recommend for anyone to to purchase anything from this people because if they are willing to do this ,,, there is no telling how far they will go to take advantage of anyone ",1,25,0,0
1756,1370,14-Jan-19,"DO NOT GO HERE FOR REPAIRS!! If you make an appointment it only means your car will sit here in line until they can get to it which may be a day or 2, but they don't tell you that when you call or come in for your appointment. Even when they see you sitting in the waiting room they don't acknowledge that is what is going on. When you go to the back and inquire you will also get the run around from the person you originally talked to, to someone else they passed it on to. No customer service whatsoever. AVOID AT ALL COSTS!!!! Quickly got the keys back and left!
",1,25,0,0
1757,1371,12-Jan-19,My truck ws damaged by the dealer ship during a service.  It took nearly 5 weeks to get it fixed and there was a new excuse every step of the way.  My last service they left the oil cap off and sitting in the engine compartment. If they cant even do that what else are they forgeting. ,1,25,0,0
1758,1372,21-Dec-18,"My wife went to ask about a problem with her durango because I could not go and that disappointment was treated very bad the first imbecile told her that the guarantee had expired if she could not see that the truck had more than 100 thousand miles and followed walking the second I asked him if he wanted an appointment he had to call because he was busy on his cell phone, so he asked a third party and that helped him that was yesterday, minimum to teach his people to treat their clients",1,25,0,0
1759,1373,09-Nov-18,Took my vehicle in for an oil change. Watched my car sit on the rack for 45minutes and not move. 2 hours is a little over the top. Now it's in for serious work and I'm regretting ever pulling on to their lot. It has been over 3 weeks and I have driven 170miles and waited 2 days to get no positive results,1,25,0,0
1760,1374,09-Sep-18,"We bought a 2017 Jeep Patriot on August 1st. It was a loaner they were selling at a great price & had low miles. Our salesman was very nice. BUT once they make the sale, its like, ok we are done, through with you. My jeep pulled to the rifht, so I put it in Fri alinement it took 3 ttys before they got it right & only then because I made someone ride with me & show them that they HAD NOT FIXED IT. Also we have yet to receive our licenses plates & tags, we have yet to receive our payment info. I have made numerous calls & trips up there over this & all I get is, I don't know, or in so sorry, or I'll check & get back with you, which is a crock because they LIE & don't return calls. Finally Friday I talked with someone in finance, he could not explain any of it, imagine that, but gave me Chrysler capitals number for me to call & do his job! So I did & they start with I'm 6 days late on my payment, boy, I told them to back the truck up & listen to a little story & they bets not mark me late. Finally got that straight, but they never called back on plates as he said he would when he gave me the phone number. So NO DO NOT EVER BUY FROM THESE MORONS!",1,25,0,0
1761,1375,04-Jun-18,"We decided on my daughters first car Friday and were told it would be detailed beautifully and could pick it up Monday. Upon pick up, it was EXACTLY the same as it was on Friday...so she waited ALL weekend for NO reason. Nobody from your staff said a word of apology upon pickup.  The interior had mud on floor boards and greasy spray spots all over the inside as though someone had sprayed it but then didn't bother to wipe it down, as well as white marks and grit which we wiped up off all the seats. It was gross- for lack of a better word. 
I hope the manager of the detailing service department and owner of this dealership see this review because our entire family WAS SO DISAPPOINTED. We have nine in our family.
Yall should truly consider how a customer feels when purchasing a car-it  is an investment and should be treated with great care especially when someone is purchasing for the first time. Made me sick to see it so nasty- the kid went from excited to seeing that still nasty... What a shame. We have two more cars for which we were considering purchasing this summer, but not from this dealership, as they cant even clean an obviously simple area-they just didn't clean it at all... obviously they just don't care. First impression is everything. Not getting my business again. Ever. 
jeannie was awesome she had nothing to do with the cleaning of this car.",1,25,0,0
1762,1376,30-May-18,"We have loved our van, which we bought from Lithia in 2013. We purchased lifetime oil changes and a lifetime warranty with the original sale of the van. I have always received GREAT service until the last year or so. Getting my oil changed has become a pain and no one every returns a phone call.

Well, on May 16 I was driving and my van wouldn't accelerate at a green light but the engine was reeving - figured something was wrong with my transmission. Got the van to a parking lot on the A&M campus and call Chrysler's Roadside assistance. They sent a tow truck. While I was waiting received a rude call from the service advisor because he had to open a ticket since he was notified my from Chrysler my van was coming.  That was at around 1pm. At around 2pm the tow truck came for the van.

I waited most of the day on Thursday, May 17 to hear that they had my van and what was up. At 3pm I caved and called. I was told they would have my service advisor call me.

Friday, May 17, I called at 10am to find out if they had my van and again was told that they would ask my service advisor to call me . I called back at 3:30 because I needed to know if my van actually got to the service center or not. The service witch board staff member hunted someone down who confirmed my van was there and said they would put in a notice to have my service advisor call me back.

On Monday, May 21st I called at 10am to see if someone could tell me something. I in no means was expecting my car to be fixed in less than a week but some information, communication would have been nice. Again told they would ping my service advisor to call me.

On Wednesday, May 23rd at 5:01pm received a phone call from my service advisor who told me ""Bad News, your transmission is shot. I won't be able to tell you anything else until Friday at the earliest. I'm thinking you are telling me nothing I didn't already no but ok.

Friday, May 25th comes and goes with no information. I give them the benefit of the doubt that Monday is a holiday and I'll hear something on Tuesday, May 29. No surprise at this point - crickets.

I just called at 11am this morning, May 23, and was informed, you guessed it they would let my service advisor know I called and he would give me a call back!!!!!

Never have I been given a two week run around about what is wrong with my car. No request to authorize work, what it might cost me - NOTHING at All. With this service we will never buy from Lithia and or use their service department again. I'll go to Houston or Austin for the new Pacifica when its time to replace this van. I love my van but can't handle this awful service - if you can even call it service.",1,25,0,0
1763,1377,17-May-18,"Worst customer service i have ever delt with,Nick Munoz sent the wrong papers to sign, & then never sent the rite ones when he said he would after telling me twice they would b over nighted 8 days later they showed up !!!!! in the meantime i went to his office & got papers signed what a suprise i was 750 miles from home !!!! got tired of his phoney BS !! Never returned any of returned 1 phone call out of 4-5 !!!!",1,25,0,0
1764,1378,07-May-18,"I bought a truck on March 31st. Granted, it was a used truck, but the truck was not ready for pickup, It had an issue with a seat belt. It took 2 weeks for them to fix this issue so that I could pick up the truck that I no longer had any use for. I was moving and needed a truck, but I ended up having to rent a UHaul anyway because the truck was not ready for pick up. Here I am on May 7th, 5 weeks later and I still do not have my tags for my truck. I was told this morning that there was a form to transfer my license plate from another vehicle to this one. This form was one that I had signed when we bought the truck, but they had lost it and did not turn it into the licensing bureau. Now I have to go back into the dealership, sign another form to transfer the plates, and apparently wait another month before I have tags and don't have to deal with this dealership again. Do not ever buy from them. They don't do what they are legally obligated to do, and all you will get is excuses as to why it isn't done.",1,25,0,0
